,practice,bnf_code,bnf_name,items,nic,act_cost,quantity,month,year
1661,3961,8687,1263,5,12.6,12.5,1000,6,2016
1662,9487,8687,1263,2,14.12,13.32,1120,6,2016
1663,4607,8687,1263,9,105.58,98.98,8253,6,2016
1664,1828,8687,1263,1,8.82,8.18,700,6,2016
1665,3113,8687,1263,7,30.87,28.67,2450,6,2016
1666,9657,8687,1263,3,15.12,14.03,1200,6,2016
1667,8253,8687,1263,1,18.9,17.51,1500,6,2016
1668,6924,8687,1263,4,17.64,16.38,1400,6,2016
1669,5399,8687,1263,10,28.65,27.65,2275,6,2016
1670,1818,8687,1263,1,3.15,2.93,250,6,2016
1671,2229,8687,1263,15,66.4,63.52,5270,6,2016
1672,6589,8687,1263,8,50.31,47.73,3766,6,2016
1673,373,8687,1263,27,155.22,148.06,11440,6,2016
1674,9630,8687,1263,4,21.52,20.79,1708,6,2016
1675,2836,8687,1263,1,6.3,5.84,500,6,2016
1676,10314,8687,1263,1,18.9,17.51,1500,6,2016
1687,9363,8687,1263,48,301.35,285.93,23919,6,2016
1689,7462,8687,1263,8,49.36,46.59,3920,6,2016
1690,4714,8687,1263,5,17.65,16.9,1400,6,2016
1692,2709,8687,1263,2,21.16,19.84,1680,6,2016
1693,2782,8687,1263,2,9.18,8.8,728,6,2016
1694,6687,8687,1263,2,6.88,6.63,546,6,2016
1695,8412,8687,1263,1,14.11,13.17,1120,6,2016
1696,9489,8687,1263,1,16.38,15.18,1500,6,2016
1698,9478,8687,1263,17,126.83,120.64,10065,6,2016
1699,5109,8687,1263,21,181.61,170.69,13000,6,2016
1700,2940,8687,1263,19,138.72,131.5,9704,6,2016
1701,2062,8687,1263,34,193.22,183.9,14882,6,2016
1702,4226,8687,1263,10,88.45,83.43,7020,6,2016
1703,9523,8687,1263,8,85.24,79.98,5040,6,2016
1704,7474,8687,1263,8,71.03,67.0,4498,6,2016
1705,6669,8687,1263,9,82.92,77.67,6580,6,2016
1706,9771,8687,1263,6,38.62,36.15,2610,6,2016
1707,9705,8687,1263,13,152.15,142.27,12075,6,2016
1708,8107,8687,1263,11,97.03,91.21,7700,6,2016
1709,6559,8687,1263,10,106.56,99.75,7546,6,2016
1710,3175,8687,1263,17,148.43,139.51,11326,6,2016
1711,3663,8687,1263,3,22.04,20.77,1750,6,2016
1712,9295,8687,1263,14,60.28,57.54,4340,6,2016
1713,3682,8687,1263,8,80.42,75.25,6384,6,2016
1714,4689,8687,1263,12,129.46,120.93,10276,6,2016
1715,2665,8687,1263,12,137.44,128.08,7490,6,2016
1716,6629,8687,1263,13,164.14,153.63,12516,6,2016
1717,1283,8687,1263,6,44.11,41.38,3501,6,2016
1718,520,8687,1263,10,38.68,36.99,2520,6,2016
1719,2863,8687,1263,4,56.45,52.74,4480,6,2016
1720,9024,8687,1263,2,2.92,2.95,140,6,2016
1721,6062,8687,1263,1,3.53,3.39,280,6,2016
1722,6124,8687,1263,4,28.27,26.66,2244,6,2016
1723,5830,8687,1263,8,129.66,120.64,9380,6,2016
1724,7178,8687,1263,6,46.56,43.55,3696,6,2016
1725,6947,8687,1263,7,40.62,38.57,3225,6,2016
1726,2321,8687,1263,15,115.27,109.22,9149,6,2016
1727,2111,8687,1263,2,3.52,3.51,280,6,2016
1728,2313,8687,1263,2,14.12,13.32,1120,6,2016
1729,6771,8687,1263,2,19.63,18.37,1200,6,2016
1731,2519,8687,1263,13,114.05,107.4,8367,6,2016
1732,3530,8687,1263,1,9.07,8.62,720,6,2016
1733,8556,8687,1263,18,147.41,139.09,10496,6,2016
1734,3957,8687,1263,3,23.94,22.2,1900,6,2016
1735,9237,8687,1263,2,27.21,25.6,2160,6,2016
1736,1497,8687,1263,3,7.95,7.7,630,6,2016
1738,2528,8687,1263,26,161.4,153.87,11442,6,2016
1739,1920,8687,1263,35,246.74,234.02,18540,6,2016
1740,8035,8687,1263,24,190.49,180.05,12872,6,2016
1741,10201,8687,1263,8,73.16,68.89,4895,6,2016
1742,2269,8687,1263,4,15.69,15.09,1245,6,2016
1743,6383,8687,1263,22,153.77,146.77,12204,6,2016
1745,4347,8687,1263,5,69.85,65.45,5544,6,2016
1746,7446,8687,1263,13,52.81,50.25,4102,6,2016
1747,5117,8687,1263,27,173.28,165.55,13299,6,2016
1748,3977,8687,1263,44,263.5,250.4,18959,6,2016
1749,7771,8687,1263,25,165.57,157.53,12685,6,2016
1750,9286,8687,1263,2,9.18,8.75,728,6,2016
1751,8114,8687,1263,16,179.65,168.31,13110,6,2016
1752,5806,8687,1263,27,274.21,258.97,20853,6,2016
1753,1243,8687,1263,3,20.54,19.36,1630,6,2016
1754,9682,8687,1263,4,52.92,49.04,4200,6,2016
1755,5878,8687,1263,2,10.58,10.04,840,6,2016
1756,9358,8687,1263,5,51.99,48.54,3670,6,2016
1757,2974,8687,1263,2,5.97,5.78,474,6,2016
1758,10599,8687,1263,4,11.07,10.86,878,6,2016
1759,9159,8687,1263,2,10.58,10.34,840,6,2016
1760,9432,8687,1263,4,27.9,26.38,2214,6,2016
1761,8520,8687,1263,2,15.88,14.93,1260,6,2016
1762,2556,8687,1263,2,28.22,26.62,2240,6,2016
1763,4079,8687,1263,15,239.05,223.07,18972,6,2016
1764,3575,8687,1263,1,14.16,13.22,1124,6,2016
1765,7509,8687,1263,5,54.15,50.65,4298,6,2016
1766,8233,8687,1263,7,75.12,70.02,5852,6,2016
1767,2,8687,1263,2,14.56,13.53,700,6,2016
1768,4046,8687,1263,4,31.51,29.62,1680,6,2016
1770,3208,8687,1263,4,10.6,10.26,840,6,2016
1771,2326,8687,1263,40,282.61,267.92,22195,6,2016
1773,6742,8687,1263,4,5.97,6.16,473,6,2016
1777,2970,8687,1263,14,134.82,126.9,10700,6,2016
1778,5354,8687,1263,7,91.8,85.68,7285,6,2016
1779,3231,8687,1263,4,30.0,28.57,2380,6,2016
1780,398,8687,1263,2,3.35,3.38,266,6,2016
1781,4543,8687,1263,8,103.84,97.36,7330,6,2016
1782,4282,8687,1263,12,128.07,120.35,10166,6,2016
1783,3380,8687,1263,2,8.51,8.25,675,6,2016
1784,2049,8687,1263,5,22.39,21.96,1778,6,2016
1785,645,8687,1263,20,159.48,151.45,12658,6,2016
1786,7051,8687,1263,8,79.74,75.12,5872,6,2016
1787,6704,8687,1263,4,24.94,24.01,1980,6,2016
1788,3603,8687,1263,16,81.21,77.83,6445,6,2016
1789,783,8687,1263,24,153.22,145.66,11249,6,2016
1791,7768,8687,1263,6,46.37,44.2,3680,6,2016
1792,7860,8687,1263,11,107.94,101.78,6321,6,2016
1793,5504,8687,1263,7,39.77,37.72,3156,6,2016
1794,4252,8687,1263,3,29.68,27.78,1900,6,2016
1795,4471,8687,1263,4,34.94,32.94,2772,6,2016
1796,4733,8687,1263,4,23.54,22.4,1868,6,2016
1797,2431,8687,1263,14,133.27,125.32,9666,6,2016
1798,3770,8687,1263,8,73.94,69.43,4990,6,2016
1799,3652,8687,1263,6,41.46,39.39,3290,6,2016
1800,7285,8687,1263,8,61.67,58.08,4699,6,2016
1801,4550,8687,1263,11,89.59,84.43,5808,6,2016
1802,10206,8687,1263,4,21.74,20.62,1725,6,2016
1803,10247,8687,1263,2,29.12,27.11,1400,6,2016
1804,2147,8687,1263,2,12.09,11.6,960,6,2016
1805,1632,8687,1263,8,67.59,63.31,5170,6,2016
1806,7415,8687,1263,2,10.81,10.35,630,6,2016
1807,2232,8687,1263,4,30.37,28.74,2410,6,2016
1808,4019,8687,1263,17,154.71,144.79,11368,6,2016
1809,202,8687,1263,1,7.06,6.69,560,6,2016
1810,4322,8687,1263,2,10.58,10.04,840,6,2016
1811,7579,8687,1263,6,38.79,36.83,3080,6,2016
1812,1540,8687,1263,2,7.06,6.84,560,6,2016
1813,3293,8687,1263,2,13.4,12.65,1064,6,2016
1815,2575,8687,1263,4,9.83,9.83,780,6,2016
1816,10648,8687,1263,4,27.14,25.7,2154,6,2016
1817,5414,8687,1263,13,132.33,124.28,8680,6,2016
1818,9621,8687,1263,3,5.64,5.6,448,6,2016
1819,9467,8687,1263,5,58.65,54.97,4655,6,2016
1820,3952,8687,1263,6,33.77,31.91,2562,6,2016
1821,8183,8687,1263,2,2.82,2.86,224,6,2016
1822,1306,8687,1263,8,66.79,62.61,3311,6,2016
1823,3218,8687,1263,22,272.93,256.98,20989,6,2016
1824,9604,8687,1263,4,47.93,44.87,3380,6,2016
1826,3245,8687,1263,2,24.7,23.12,1960,6,2016
1827,6197,8687,1263,2,14.55,13.7,1155,6,2016
1828,8390,8687,1263,2,9.88,9.5,784,6,2016
1829,7763,8687,1263,7,37.21,35.31,2716,6,2016
1830,9276,8687,1263,8,59.56,55.93,4473,6,2016
1831,2622,8687,1263,2,17.89,16.69,1420,6,2016
1833,2186,8687,1263,4,14.12,13.52,1120,6,2016
1836,6423,8687,1263,9,65.26,61.61,5180,6,2016
1837,7598,8687,1263,5,27.68,26.33,2198,6,2016
1838,6580,8687,1263,3,26.12,24.71,2072,6,2016
1839,2855,8687,1263,6,40.81,38.44,3239,6,2016
1840,2834,8687,1263,14,75.81,72.83,6016,6,2016
1841,464,8687,1263,5,16.09,15.59,1192,6,2016
1842,1467,8687,1263,9,84.35,79.49,5784,6,2016
1843,20,8687,1263,4,3.48,3.92,168,6,2016
1845,9888,8687,1263,4,40.92,38.38,3248,6,2016
1846,4766,8687,1263,2,31.76,29.66,2520,6,2016
1847,267,8687,1263,2,15.88,14.95,1260,6,2016
1848,4988,8687,1263,4,11.34,10.95,900,6,2016
1849,9648,8687,1263,8,25.39,24.57,2016,6,2016
1850,43,8687,1263,2,15.88,14.95,1260,6,2016
1851,2577,8687,1263,3,37.05,34.75,2940,6,2016
1852,5151,8687,1263,27,285.26,267.35,22640,6,2016
1853,3950,8687,1263,9,61.98,58.49,4791,6,2016
1854,2873,8687,1263,12,87.16,82.1,6585,6,2016
1855,7088,8687,1263,5,35.54,33.5,2821,6,2016
1856,6915,8687,1263,9,121.73,113.87,9660,6,2016
1857,561,8687,1263,2,14.12,13.32,1120,6,2016
1858,10282,8687,1263,3,11.29,10.78,896,6,2016
1859,6330,8687,1263,5,21.4,20.28,1470,6,2016
1860,7275,8687,1263,10,113.95,106.53,9044,6,2016
1861,4967,8687,1263,8,71.93,68.03,5710,6,2016
1862,1765,8687,1263,5,22.05,20.48,1750,6,2016
1863,2281,8687,1263,5,55.58,51.88,3500,6,2016
1864,10513,8687,1263,2,24.0,22.47,1904,6,2016
1865,7896,8687,1263,3,29.74,27.8,1904,6,2016
1867,7672,8687,1263,21,232.95,218.52,17578,6,2016
1870,4486,8687,1263,14,64.99,61.74,5159,6,2016
1871,4343,8687,1263,3,3.78,3.54,300,6,2016
1872,2941,8687,1263,1,2.08,1.94,100,6,2016
1873,1750,8687,1263,1,25.2,23.34,2000,6,2016
1874,2946,8687,1263,4,24.68,23.3,1960,6,2016
1875,874,8687,1263,2,28.22,26.37,2240,6,2016
1876,7500,8687,1263,2,58.22,54.38,4620,6,2016
1877,6182,8687,1263,6,36.24,34.19,2876,6,2016
1878,4058,8687,1263,10,138.74,129.64,11010,6,2016
1879,7420,8687,1263,2,13.14,12.39,1043,6,2016
1880,10440,8687,1263,11,43.67,41.66,3465,6,2016
1881,8605,8687,1263,6,45.93,43.16,3646,6,2016
1882,10427,8687,1263,3,26.46,24.86,2100,6,2016
1883,328,8687,1263,2,11.47,10.87,910,6,2016
1884,4622,8687,1263,20,222.3,208.75,17642,6,2016
1885,3129,8687,1263,4,15.88,15.15,1260,6,2016
1886,9868,8687,1263,8,47.98,45.24,3808,6,2016
1887,7787,8687,1263,9,33.7,32.31,2674,6,2016
1888,7950,8687,1263,26,268.25,251.67,21291,6,2016
1889,9308,8687,1263,14,102.76,97.2,8155,6,2016
1890,4153,8687,1263,28,144.33,136.69,11459,6,2016
1891,5807,8687,1263,12,66.3,62.91,5262,6,2016
1892,4451,8687,1263,2,18.71,17.62,1120,6,2016
1893,6085,8687,1263,2,5.77,5.52,360,6,2016
1895,1761,8687,1263,10,92.98,87.12,7380,6,2016
1896,1782,8687,1263,4,40.58,38.07,3220,6,2016
1897,1734,8687,1263,1,1.89,1.82,150,6,2016
1898,9650,8687,1263,35,267.74,254.8,19709,6,2016
1899,8851,8687,1263,18,135.12,129.21,10496,6,2016
1900,4531,8687,1263,6,37.92,35.98,3010,6,2016
1901,8236,8687,1263,7,99.69,93.54,7000,6,2016
1902,6968,8687,1263,13,66.89,64.12,4494,6,2016
1903,8198,8687,1263,1,3.78,3.57,300,6,2016
1904,503,8687,1263,5,61.25,57.82,3345,6,2016
1905,10006,8687,1263,2,13.4,12.95,1064,6,2016
1906,5772,8687,1263,2,20.1,18.91,1596,6,2016
1907,6737,8687,1263,6,22.23,21.84,1764,6,2016
1908,4467,8687,1263,5,21.17,20.17,1680,6,2016
1909,7773,8687,1263,4,29.12,26.96,1400,6,2016
1910,4526,8687,1263,4,15.88,15.15,1260,6,2016
1911,6979,8687,1263,18,179.39,169.09,13650,6,2016
1912,5606,8687,1263,5,17.29,16.48,1372,6,2016
1918,7928,8687,1263,16,197.12,184.84,14344,6,2016
1919,685,8687,1263,26,172.88,164.66,13496,6,2016
1921,755,8687,1263,3,57.15,53.57,4536,6,2016
1922,7713,8687,1263,47,291.65,276.61,23143,6,2016
1924,309,8687,1263,41,197.76,188.28,15012,6,2016
1925,7477,8687,1263,3,30.26,28.53,2402,6,2016
1926,4538,8687,1263,57,341.27,323.82,25946,6,2016
1927,3868,8687,1263,2,24.7,23.31,1960,6,2016
1929,811,8687,1263,18,141.61,133.64,9768,6,2016
1932,2949,8687,1263,2,17.29,16.37,1372,6,2016
1934,5419,8687,1263,3,40.62,38.25,3224,6,2016
1935,8781,8687,1263,4,27.09,25.73,2150,6,2016
1936,5351,8687,1263,14,156.11,146.42,11704,6,2016
1937,979,8687,1263,13,73.62,69.93,5467,6,2016
1938,2907,8687,1263,3,15.87,15.07,1260,6,2016
1939,3669,8687,1263,9,28.63,27.51,2149,6,2016
1940,9120,8687,1263,41,262.32,247.59,19157,6,2016
1941,235,8687,1263,4,10.6,10.27,840,6,2016
1942,7175,8687,1263,5,21.18,20.18,1680,6,2016
1944,1787,8687,1263,1,37.8,35.01,3000,6,2016
1945,5904,8687,1263,2,17.64,16.36,1400,6,2016
1946,2646,8687,1263,12,123.31,115.48,8225,6,2016
1947,2104,8687,1263,6,28.06,26.69,2227,6,2016
1948,2789,8687,1263,3,21.54,20.35,1710,6,2016
1949,4264,8687,1263,4,44.11,41.38,3500,6,2016
1950,296,8687,1263,16,130.8,122.56,8299,6,2016
1951,648,8687,1263,9,101.81,96.39,8080,6,2016
1952,8726,8687,1263,28,220.76,209.81,17396,6,2016
1955,7120,8687,1263,36,288.88,271.62,22045,6,2016
1956,4292,8687,1263,22,85.08,81.83,6707,6,2016
1957,7705,8687,1263,11,90.49,85.62,7180,6,2016
1958,565,8687,1263,5,30.0,28.33,2380,6,2016
1959,115,8687,1263,5,33.45,31.48,2655,6,2016
1960,6595,8687,1263,2,26.21,24.6,2080,6,2016
1961,2911,8687,1263,10,53.26,50.6,3772,6,2016
1962,3629,8687,1263,11,66.92,64.01,5312,6,2016
1963,5995,8687,1263,2,10.58,10.02,840,6,2016
1964,2716,8687,1263,11,129.72,121.57,9775,6,2016
1965,6445,8687,1263,53,306.06,291.48,23587,6,2016
1966,1232,8687,1263,8,53.14,50.66,4217,6,2016
1967,7106,8687,1263,4,46.16,43.65,3664,6,2016
1968,1151,8687,1263,7,53.22,49.7,4126,6,2016
1969,8031,8687,1263,2,14.12,13.3,1120,6,2016
1970,18,8687,1263,24,169.75,161.65,12201,6,2016
1971,851,8687,1263,18,210.31,197.17,14872,6,2016
1972,9848,8687,1263,6,83.54,78.24,4809,6,2016
1974,4969,8687,1263,34,273.95,259.71,21740,6,2016
1975,8783,8687,1263,28,229.17,216.86,18023,6,2016
1977,1743,8687,1263,27,128.87,123.96,10228,6,2016
1979,2357,8687,1263,14,85.64,81.29,6795,6,2016
1980,7319,8687,1263,6,47.98,45.16,3808,6,2016
1981,4784,8687,1263,11,75.28,71.46,5518,6,2016
1982,4612,8687,1263,5,19.59,18.93,1555,6,2016
1983,6932,8687,1263,5,21.4,20.57,1470,6,2016
1984,7239,8687,1263,2,15.52,14.85,1232,6,2016
1985,7196,8687,1263,25,88.83,86.16,7051,6,2016
1986,5818,8687,1263,48,379.42,358.59,28742,6,2016
1987,1378,8687,1263,6,27.53,26.66,2184,6,2016
1988,9078,8687,1263,9,59.35,56.71,4711,6,2016
1989,8137,8687,1263,7,65.46,61.51,5195,6,2016
1990,1430,8687,1263,10,71.41,67.14,4758,6,2016
1991,6898,8687,1263,3,13.23,12.32,1050,6,2016
1992,6791,8687,1263,15,96.56,91.65,7665,6,2016
1993,4016,8687,1263,16,113.33,107.37,8995,6,2016
1994,3183,8687,1263,3,31.21,29.25,2478,6,2016
1995,8836,8687,1263,6,53.28,50.54,4228,6,2016
1996,9619,8687,1263,18,142.92,134.59,10430,6,2016
1997,3506,8687,1263,5,39.82,37.73,3160,6,2016
1998,5306,8687,1263,18,145.2,137.1,11528,6,2016
2009,5994,8687,1263,26,219.03,205.97,17282,6,2016
2010,4832,8687,1263,31,53.27,52.8,4106,6,2016
2011,4253,8687,1263,12,111.81,104.61,8873,6,2016
2012,10312,8687,1263,4,15.81,15.18,1255,6,2016
2014,7995,8687,1263,42,220.83,209.85,17471,6,2016
2015,492,8687,1263,8,53.79,50.74,4270,6,2016
2016,5564,8687,1263,9,70.19,66.22,5572,6,2016
2017,5809,8687,1263,3,12.85,12.32,1020,6,2016
2018,3024,8687,1263,11,114.85,107.5,8204,6,2016
2019,7605,8687,1263,8,31.76,30.5,2520,6,2016
2020,8268,8687,1263,4,15.65,14.99,1241,6,2016
2021,1571,8687,1263,15,65.75,62.55,5215,6,2016
2022,192,8687,1263,7,15.71,15.37,1246,6,2016
2023,5300,8687,1263,4,17.89,17.07,1420,6,2016
2024,845,8687,1263,4,38.8,36.47,3080,6,2016
2026,2399,8687,1263,7,57.56,54.66,4568,6,2016
2027,3852,8687,1263,5,19.14,18.03,1519,6,2016
2028,9661,8687,1263,1,6.3,5.84,500,6,2016
2029,1100,8687,1263,3,5.98,5.89,475,6,2016
2032,1845,8687,1263,10,78.85,74.28,6258,6,2016
2033,3452,8687,1263,28,179.78,169.57,13582,6,2016
2034,6787,8687,1263,5,22.89,21.82,1818,6,2016
2035,2068,8687,1263,5,25.16,23.81,1540,6,2016
2036,2682,8687,1263,11,95.48,89.64,7578,6,2016
2037,2991,8687,1263,1,7.41,6.98,588,6,2016
2038,305,8687,1263,7,100.3,94.02,7960,6,2016
2039,1537,8687,1263,7,60.42,56.5,4796,6,2016
2040,8791,8687,1263,17,99.83,94.57,7012,6,2016
2041,253,8687,1263,8,31.84,30.37,2528,6,2016
2042,3249,8687,1263,14,113.18,106.64,7536,6,2016
2043,6072,8687,1263,15,73.19,69.81,5808,6,2016
2044,5561,8687,1263,4,10.6,10.26,840,6,2016
2045,8843,8687,1263,4,41.07,38.63,3260,6,2016
2046,6123,8687,1263,5,33.73,31.65,2677,6,2016
2047,1659,8687,1263,3,29.64,27.81,2352,6,2016
2048,10606,8687,1263,3,16.34,15.5,1296,6,2016
2049,1803,8687,1263,16,119.4,112.58,9476,6,2016
2050,6566,8687,1263,11,74.96,70.74,5656,6,2016
2051,4285,8687,1263,5,35.86,33.81,2845,6,2016
2052,4521,8687,1263,2,8.46,8.08,672,6,2016
2054,5868,8687,1263,6,32.83,31.32,2604,6,2016
2055,638,8687,1263,10,49.32,47.24,3759,6,2016
2058,8465,8687,1263,1,6.3,5.84,500,6,2016
2059,6995,8687,1263,1,7.56,7.01,600,6,2016
2060,1593,8687,1263,1,11.34,10.51,900,6,2016
2061,340,8687,1263,3,18.9,17.53,1500,6,2016
2062,9364,8687,1263,4,14.12,13.52,1120,6,2016
2063,2928,8687,1263,1,1.26,1.18,100,6,2016
2067,4213,8687,1263,9,34.23,33.02,2716,6,2016
2068,5243,8687,1263,11,25.84,25.21,1830,6,2016
2069,10079,8687,1263,6,12.42,12.26,967,6,2016
2074,500,8687,1263,46,278.58,264.97,20181,6,2016
2075,4411,8687,1263,18,89.78,85.78,6611,6,2016
2076,4407,8687,1263,1,12.35,11.66,980,6,2016
2077,1053,8687,1263,39,270.42,256.21,21247,6,2016
2078,5098,8687,1263,6,51.55,48.44,3636,6,2016
2079,3799,8687,1263,30,197.89,187.78,15382,6,2016
2080,3526,8687,1263,6,6.04,6.27,480,6,2016
2082,1147,8687,1263,2,1.59,1.77,126,6,2016
2083,4225,8687,1263,30,234.17,220.81,17675,6,2016
2084,3634,8687,1263,9,79.32,74.76,6295,6,2016
2085,1314,8687,1263,10,59.1,56.23,4690,6,2016
2086,7174,8687,1263,5,60.29,56.98,4785,6,2016
2087,4413,8687,1263,21,180.18,170.01,14235,6,2016
2088,8149,8687,1263,22,169.74,160.49,13016,6,2016
2089,590,8687,1263,5,41.39,39.13,3285,6,2016
2090,4356,8687,1263,14,65.06,62.26,5162,6,2016
2091,9778,8687,1263,22,122.15,116.76,9674,6,2016
2092,2541,8687,1263,8,39.86,37.93,3163,6,2016
2093,1387,8687,1263,2,13.4,12.65,1064,6,2016
2094,10193,8687,1263,23,153.95,146.42,12123,6,2016
2095,8103,8687,1263,2,25.2,23.35,2000,6,2016
2096,2289,8687,1263,2,8.73,8.32,693,6,2016
2097,7689,8687,1263,5,30.17,28.5,2394,6,2016
2098,8892,8687,1263,11,64.32,60.82,5105,6,2016
2099,10591,8687,1263,6,86.86,81.43,6210,6,2016
2100,4311,8687,1263,2,28.22,26.37,2240,6,2016
2101,1887,8687,1263,6,52.6,49.56,4175,6,2016
2102,10335,8687,1263,20,118.27,112.68,9388,6,2016
2103,5598,8687,1263,7,47.19,44.56,3744,6,2016
2104,6914,8687,1263,2,42.34,39.42,3360,6,2016
2106,1648,8687,1263,24,137.71,131.61,10928,6,2016
2107,2485,8687,1263,4,45.86,42.96,3640,6,2016
2108,525,8687,1263,12,96.31,90.92,7644,6,2016
2109,568,8687,1263,35,232.25,218.9,18432,6,2016
2110,1290,8687,1263,38,288.9,271.8,21206,6,2016
2111,5081,8687,1263,27,280.61,263.04,20903,6,2016
2112,4760,8687,1263,7,68.8,64.82,4550,6,2016
2114,7323,8687,1263,21,132.32,125.56,10485,6,2016
2115,7978,8687,1263,8,44.97,42.57,3308,6,2016
2116,5948,8687,1263,15,99.53,94.21,7900,6,2016
2117,5289,8687,1263,5,45.09,42.28,3578,6,2016
2118,6009,8687,1263,3,33.96,31.82,2695,6,2016
2119,8980,8687,1263,13,97.06,91.86,7704,6,2016
2120,6700,8687,1263,8,70.13,66.05,5410,6,2016
2121,1012,8687,1263,29,166.7,159.38,13400,6,2016
2122,857,8687,1263,8,40.94,39.18,3310,6,2016
2123,936,8687,1263,40,307.55,291.0,23335,6,2016
2124,1499,8687,1263,36,168.15,161.65,13586,6,2016
2125,2222,8687,1263,35,142.27,136.16,10839,6,2016
2126,3402,8687,1263,6,14.07,13.97,1135,6,2016
2129,5237,8687,1263,12,49.37,47.43,3920,6,2016
2135,6545,8687,1263,2,17.64,16.38,1400,6,2016
2136,1763,8687,1263,5,19.1,17.93,1516,6,2016
2137,8325,8687,1263,5,30.85,29.12,2450,6,2016
2138,6017,8687,1263,2,14.12,13.37,1120,6,2016
2139,2806,8687,1263,2,2.12,2.19,168,6,2016
2140,1699,8687,1263,1,12.35,11.55,980,6,2016
2141,9186,8687,1263,3,27.85,26.48,2210,6,2016
2142,8515,8687,1263,15,49.93,46.62,3605,6,2016
2143,3523,8687,1263,24,172.52,162.12,13690,6,2016
2144,7,8687,1263,18,166.26,155.7,13180,6,2016
2145,4337,8687,1263,4,31.76,29.86,2520,6,2016
2146,5521,8687,1263,15,10.95,11.82,795,6,2016
2147,625,8687,1263,2,24.7,23.17,1960,6,2016
2148,8376,8687,1263,5,33.4,32.01,2650,6,2016
2149,6244,8687,1263,8,32.78,31.32,2456,6,2016
2150,8165,8687,1263,38,316.51,298.15,25119,6,2016
2151,4070,8687,1263,4,16.64,15.4,800,6,2016
2152,154,8687,1263,7,22.65,21.88,1798,6,2016
2153,5329,8687,1263,6,33.27,31.59,2640,6,2016
2154,7208,8687,1263,26,161.37,152.19,12675,6,2016
2155,10270,8687,1263,32,150.7,143.52,11957,6,2016
2156,4809,8687,1263,8,51.07,48.19,3780,6,2016
2157,4928,8687,1263,4,40.44,37.92,3210,6,2016
2158,10062,8687,1263,31,236.7,223.84,18784,6,2016
2159,4746,8687,1263,22,139.86,132.31,11100,6,2016
2160,2346,8687,1263,67,304.23,290.12,24010,6,2016
2161,10367,8687,1263,17,188.7,176.76,14325,6,2016
2162,1182,8687,1263,39,212.91,201.56,15203,6,2016
2163,8678,8687,1263,26,141.12,134.01,11200,6,2016
2164,2685,8687,1263,20,160.44,150.81,12733,6,2016
2165,844,8687,1263,18,66.56,63.87,5191,6,2016
2166,10114,8687,1263,59,247.49,234.36,19641,6,2016
2167,10166,8687,1263,53,192.93,185.15,14874,6,2016
2168,7569,8687,1263,12,64.64,60.98,5130,6,2016
2169,9399,8687,1263,29,187.01,176.39,13111,6,2016
2172,1539,8687,1263,4,3.52,3.71,280,6,2016
2173,4188,8687,1263,9,97.97,91.79,7775,6,2016
2175,10092,8687,1263,1,11.29,10.58,896,6,2016
2176,2138,8687,1263,47,174.03,166.3,13444,6,2016
2177,1910,8687,1263,2,15.31,14.6,1215,6,2016
2178,938,8687,1263,9,53.79,50.72,4270,6,2016
2179,5024,8687,1263,21,99.87,96.22,7926,6,2016
2180,5742,8687,1263,10,78.25,73.44,6210,6,2016
2181,4783,8687,1263,17,105.54,99.15,8375,6,2016
2182,6659,8687,1263,2,14.68,13.99,1165,6,2016
2183,3938,8687,1263,2,27.41,25.5,1980,6,2016
2184,7753,8687,1263,2,22.69,21.15,1378,6,2016
2185,6570,8687,1263,4,27.16,25.54,2156,6,2016
2186,5082,8687,1263,35,129.55,122.96,9826,6,2016
2187,1238,8687,1263,14,88.36,83.66,7010,6,2016
2188,2117,8687,1263,3,33.84,31.79,1840,6,2016
2189,2948,8687,1263,15,100.17,95.29,7950,6,2016
2190,5934,8687,1263,26,197.17,185.65,15650,6,2016
2192,122,8687,1263,2,16.43,15.49,1304,6,2016
2193,3157,8687,1263,15,84.41,80.36,6700,6,2016
2194,9460,8687,1263,6,48.51,45.32,3850,6,2016
2195,308,8687,1263,14,65.73,62.27,5215,6,2016
2196,2879,8687,1263,5,24.25,23.01,1925,6,2016
2197,813,8687,1263,12,35.57,34.38,2820,6,2016
2198,6473,8687,1263,10,52.95,50.22,4204,6,2016
2199,6103,8687,1263,4,25.39,24.08,2015,6,2016
2200,10187,8687,1263,7,53.45,50.24,4202,6,2016
2201,5651,8687,1263,3,42.33,39.64,3360,6,2016
2202,6882,8687,1263,2,13.23,12.63,1050,6,2016
2203,745,8687,1263,3,20.85,19.56,1654,6,2016
2204,6015,8687,1263,11,35.79,34.49,2786,6,2016
2205,5670,8687,1263,8,37.75,35.77,2996,6,2016
2206,8602,8687,1263,8,41.83,39.68,3319,6,2016
2207,2648,8687,1263,13,79.31,75.01,6294,6,2016
2208,5101,8687,1263,1,10.7,10.03,980,6,2016
2209,6213,8687,1263,2,21.16,19.84,1680,6,2016
2210,4827,8687,1263,9,38.39,36.61,3045,6,2016
2211,5322,8687,1263,6,53.81,50.73,4270,6,2016
2212,1831,8687,1263,6,63.08,59.16,4550,6,2016
2213,6743,8687,1263,3,17.58,16.69,1395,6,2016
2214,7646,8687,1263,6,23.32,22.44,1852,6,2016
2215,1857,8687,1263,9,24.28,23.59,1820,6,2016
2216,6602,8687,1263,9,34.39,33.01,2659,6,2016
